NoOriginal;Farmers;Site;Regie;Prélèvement;TeaType;Répétition;Poids_Contenu (g);Poids_Total _g;Poids_sac _g;Poids_final_g
274S;Belanger;A9;Organic;4;Rooibos tea;1;1.901;2.262;0.361;1.2973
275S;Belanger;A9;Organic;4;Rooibos tea;1;1.897;2.249;0.353;
276S;Belanger;A9;Organic;4;Rooibos tea;1;1.927;2.29;0.363;1.2886
277S;Belanger;A9;Organic;4;Rooibos tea;1;1.901;2.256;0.355;1.4555
278S;Belanger;A9;Organic;4;Rooibos tea;1;1.903;2.266;0.363;1.3193
279S;Belanger;A9;Organic;4;Rooibos tea;1;1.892;2.251;0.36;1.3865
280S;Belanger;A9;Organic;4;Rooibos tea;1;1.898;2.256;0.357;1.4795
281S;Belanger;A9;Organic;4;Rooibos tea;1;1.901;2.256;0.355;
282S;Belanger;A9;Organic;4;Rooibos tea;1;1.91;2.261;0.354;1.1933
283S;Belanger;A9;Organic;4;Rooibos tea;1;1.926;2.278;0.355;1.3306
284S;Belanger;A9;Organic;4;Rooibos tea;1;1.924;2.284;0.361;1.5916
285S;Belanger;A9;Organic;4;Rooibos tea;1;1.906;2.272;0.365;1.3805
286S;Belanger;A9;Organic;4;Rooibos tea;1;1.92;2.274;0.354;1.4471
287S;Belanger;A9;Organic;4;Rooibos tea;1;1.917;2.274;0.357;
288S;Belanger;A9;Organic;4;Rooibos tea;1;1.907;2.259;0.352;
289S;Belanger;A9;Organic;4;Rooibos tea;1;1.892;2.25;0.357;1.3775
290S;Belanger;A9;Organic;4;Rooibos tea;1;1.916;2.269;0.355;
291S;Belanger;A9;Organic;4;Rooibos tea;1;1.9;2.261;0.36;1.3286
292S;Belanger;A9;Organic;4;Rooibos tea;1;1.89;2.248;0.358;1.2361
293S;Belanger;A9;Organic;4;Rooibos tea;1;1.9;2.247;0.348;1.3311
157N;Belanger;A9;Organic;4;Cranberry litter;1;1.925;2.29;0.365;1.9099
158N;Belanger;A9;Organic;4;Cranberry litter;1;1.9;2.254;0.356;1.6945
159N;Belanger;A9;Organic;4;Cranberry litter;1;1.925;2.286;0.36;
160N;Belanger;A9;Organic;4;Cranberry litter;1;1.905;2.268;0.361;
161N;Belanger;A9;Organic;4;Cranberry litter;1;1.905;2.275;0.37;1.8534
162N;Belanger;A9;Organic;4;Cranberry litter;1;1.913;2.274;0.361;1.8463
163N;Belanger;A9;Organic;4;Cranberry litter;1;1.928;2.295;0.367;
164N;Belanger;A9;Organic;4;Cranberry litter;1;1.921;2.283;0.361;
165N;Belanger;A9;Organic;4;Cranberry litter;1;1.913;2.272;0.36;1.8208
166N;Belanger;A9;Organic;4;Cranberry litter;1;1.927;2.29;0.364;1.7709
167N;Belanger;A9;Organic;4;Cranberry litter;1;1.92;2.276;0.356;
168N;Belanger;A9;Organic;4;Cranberry litter;1;1.886;2.252;0.367;1.7805
169N;Belanger;A9;Organic;4;Cranberry litter;1;1.935;2.304;0.369;1.6413
170N;Belanger;A9;Organic;4;Cranberry litter;1;1.893;2.247;0.354;1.8495
171N;Belanger;A9;Organic;4;Cranberry litter;1;1.933;2.294;0.36;
172N;Belanger;A9;Organic;4;Cranberry litter;1;1.925;2.283;0.358;1.8903
173N;Belanger;A9;Organic;4;Cranberry litter;1;1.929;2.288;0.358;1.8324
174N;Belanger;A9;Organic;4;Cranberry litter;1;1.92;2.28;0.36;
175N;Belanger;A9;Organic;4;Cranberry litter;1;1.927;2.285;0.358;
176N;Belanger;A9;Organic;4;Cranberry litter;1;1.933;2.304;0.37;1.8975
329G;Belanger;A9;Organic;4;Green tea;2;1.796;2.024;0.227;0.9238
330G;Belanger;A9;Organic;4;Green tea;2;1.788;2.016;0.229;0.8522
331G;Belanger;A9;Organic;4;Green tea;2;1.784;2.013;0.228;0.8356
332G;Belanger;A9;Organic;4;Green tea;2;1.763;1.989;0.226;0.8022
333G;Belanger;A9;Organic;4;Green tea;2;1.785;2.012;0.227;0.8268
334G;Belanger;A9;Organic;4;Green tea;2;1.8;2.026;0.226;0.8755
335G;Belanger;A9;Organic;4;Green tea;2;1.758;1.982;0.223;0.8289
336G;Belanger;A9;Organic;4;Green tea;2;1.792;2.021;0.229;0.8364
337G;Belanger;A9;Organic;4;Green tea;2;1.775;2.004;0.23;0.8625
338G;Belanger;A9;Organic;4;Green tea;2;1.797;2.023;0.226;0.8753
339G;Belanger;A9;Organic;4;Green tea;2;1.772;2.002;0.23;
340G;Belanger;A9;Organic;4;Green tea;2;1.755;1.985;0.23;0.833
341G;Belanger;A9;Organic;4;Green tea;2;1.789;2.021;0.232;0.8489
342G;Belanger;A9;Organic;4;Green tea;2;1.786;2.015;0.229;0.8726
343G;Belanger;A9;Organic;4;Green tea;2;1.752;1.981;0.228;0.8509
344G;Belanger;A9;Organic;4;Green tea;2;1.799;2.026;0.227;0.8726
345G;Belanger;A9;Organic;4;Green tea;2;1.799;2.027;0.229;0.8124
346G;Belanger;A9;Organic;4;Green tea;2;1.76;1.99;0.229;0.8597
347G;Belanger;A9;Organic;4;Green tea;2;1.75;1.979;0.229;0.8322
348G;Belanger;A9;Organic;4;Green tea;2;1.791;2.019;0.229;0.8456
294S;Belanger;A9;Organic;4;Rooibos tea;2;1.902;2.257;0.355;1.4597
295S;Belanger;A9;Organic;4;Rooibos tea;2;1.928;2.28;0.352;1.4251
296S;Belanger;A9;Organic;4;Rooibos tea;2;1.924;2.283;0.358;
297S;Belanger;A9;Organic;4;Rooibos tea;2;1.915;2.279;0.364;1.428
298S;Belanger;A9;Organic;4;Rooibos tea;2;1.901;2.254;0.353;1.4672
299S;Belanger;A9;Organic;4;Rooibos tea;2;1.922;2.281;0.36;1.3711
300S;Belanger;A9;Organic;4;Rooibos tea;2;1.907;2.264;0.36;1.6596
301S;Belanger;A9;Organic;4;Rooibos tea;2;1.899;2.255;0.358;1.6242
302S;Belanger;A9;Organic;4;Rooibos tea;2;1.895;2.257;0.362;
303S;Belanger;A9;Organic;4;Rooibos tea;2;1.911;2.266;0.356;1.4236
304S;Belanger;A9;Organic;4;Rooibos tea;2;1.924;2.279;0.357;
305S;Belanger;A9;Organic;4;Rooibos tea;2;1.909;2.27;0.36;1.3329
306S;Belanger;A9;Organic;4;Rooibos tea;2;1.894;2.254;0.361;1.3778
1200S;Belanger;A9;Organic;4;Rooibos tea;2;1.9052;2.2636;0.3584;1.414
1201S;Belanger;A9;Organic;4;Rooibos tea;2;1.8987;2.2565;0.3578;1.2936
1202S;Belanger;A9;Organic;4;Rooibos tea;2;1.9015;2.2601;0.3587;
1203S;Belanger;A9;Organic;4;Rooibos tea;2;1.929;2.2889;0.3589;1.4282
1204S;Belanger;A9;Organic;4;Rooibos tea;2;1.9135;2.2646;0.3509;1.5011
1205S;Belanger;A9;Organic;4;Rooibos tea;2;1.9182;2.2738;0.3564;1.5315
1206S;Belanger;A9;Organic;4;Rooibos tea;2;1.8954;2.2558;0.3612;1.5
177N;Belanger;A9;Organic;4;Cranberry litter;2;1.933;2.294;0.361;1.8837
178N;Belanger;A9;Organic;4;Cranberry litter;2;1.884;2.249;0.365;1.879
179N;Belanger;A9;Organic;4;Cranberry litter;2;1.923;2.278;0.357;1.865
180N;Belanger;A9;Organic;4;Cranberry litter;2;1.927;2.292;0.365;1.9564
181N;Belanger;A9;Organic;4;Cranberry litter;2;1.939;2.298;0.359;
182N;Belanger;A9;Organic;4;Cranberry litter;2;1.909;2.271;0.362;1.863
183N;Belanger;A9;Organic;4;Cranberry litter;2;1.933;2.292;0.361;1.952
184N;Belanger;A9;Organic;4;Cranberry litter;2;1.882;2.239;0.357;1.8076
185N;Belanger;A9;Organic;4;Cranberry litter;2;1.932;2.293;0.361;1.8935
186N;Belanger;A9;Organic;4;Cranberry litter;2;1.904;2.254;0.353;1.8203
217N;Belanger;A9;Organic;4;Cranberry litter;2;1.945;2.312;0.366;1.8809
218N;Belanger;A9;Organic;4;Cranberry litter;2;1.93;2.299;0.369;1.8696
219N;Belanger;A9;Organic;4;Cranberry litter;2;1.881;2.244;0.362;1.8098
220N;Belanger;A9;Organic;4;Cranberry litter;2;1.93;2.291;0.36;1.882
221N;Belanger;A9;Organic;4;Cranberry litter;2;1.916;2.287;0.372;1.7394
222N;Belanger;A9;Organic;4;Cranberry litter;2;1.895;2.255;0.359;1.6136
1215N;Belanger;A9;Organic;4;Cranberry litter;2;1.9097;2.2689;0.3589;
1216N;Belanger;A9;Organic;4;Cranberry litter;2;1.9092;2.268;0.3592;
1217N;Belanger;A9;Organic;4;Cranberry litter;2;1.912;2.272;0.3592;
1218N;Belanger;A9;Organic;4;Cranberry litter;2;1.9048;2.2635;0.3577;
349G;Belanger;A9;Organic;5;Green tea;1;1.777;2.003;0.226;
350G;Belanger;A9;Organic;5;Green tea;1;1.753;1.975;0.224;
351G;Belanger;A9;Organic;5;Green tea;1;1.798;2.028;0.23;
352G;Belanger;A9;Organic;5;Green tea;1;1.754;1.98;0.226;
353G;Belanger;A9;Organic;5;Green tea;1;1.768;1.995;0.227;
354G;Belanger;A9;Organic;5;Green tea;1;1.761;1.989;0.229;
355G;Belanger;A9;Organic;5;Green tea;1;1.772;1.998;0.226;
356G;Belanger;A9;Organic;5;Green tea;1;1.766;1.993;0.227;
357G;Belanger;A9;Organic;5;Green tea;1;1.795;2.019;0.225;
358G;Belanger;A9;Organic;5;Green tea;1;1.756;1.981;0.225;
359G;Belanger;A9;Organic;5;Green tea;1;1.76;1.988;0.228;
360G;Belanger;A9;Organic;5;Green tea;1;1.76;1.989;0.228;
361G;Belanger;A9;Organic;5;Green tea;1;1.791;2.018;0.228;
362G;Belanger;A9;Organic;5;Green tea;1;1.763;1.989;0.226;
363G;Belanger;A9;Organic;5;Green tea;1;1.768;1.993;0.226;
364G;Belanger;A9;Organic;5;Green tea;1;1.785;2.013;0.229;
365G;Belanger;A9;Organic;5;Green tea;1;1.775;2.002;0.227;
366G;Belanger;A9;Organic;5;Green tea;1;1.781;2.008;0.228;
367G;Belanger;A9;Organic;5;Green tea;1;1.7807;2.1426;0.359;
368G;Belanger;A9;Organic;5;Green tea;1;1.7839;2.1422;0.3579;
1207S;Belanger;A9;Organic;5;Rooibos tea;1;1.9121;2.2798;0.3674;
1208S;Belanger;A9;Organic;5;Rooibos tea;1;1.8819;2.2405;0.3585;1.37
1209S;Belanger;A9;Organic;5;Rooibos tea;1;1.9011;2.261;0.3594;1.385
1210S;Belanger;A9;Organic;5;Rooibos tea;1;1.8866;2.2408;0.3545;1.3776
1211S;Belanger;A9;Organic;5;Rooibos tea;1;1.9066;2.2648;0.3577;1.4038
1212S;Belanger;A9;Organic;5;Rooibos tea;1;1.9289;2.2898;0.3595;1.4713
1213S;Belanger;A9;Organic;5;Rooibos tea;1;1.9072;2.2673;0.3604;1.3285
1214S;Belanger;A9;Organic;5;Rooibos tea;1;1.9202;2.2805;0.3595;1.417
1215S;Belanger;A9;Organic;5;Rooibos tea;1;1.9009;2.2602;0.3598;1.3946
1216S;Belanger;A9;Organic;5;Rooibos tea;1;1.8833;2.243;0.3597;
1217S;Belanger;A9;Organic;5;Rooibos tea;1;1.9231;2.2845;0.3612;1.4254
1218S;Belanger;A9;Organic;5;Rooibos tea;1;1.9074;2.2605;0.354;1.3535
1219S;Belanger;A9;Organic;5;Rooibos tea;1;1.9194;2.2774;0.3582;
1220S;Belanger;A9;Organic;5;Rooibos tea;1;1.8812;2.2429;0.3615;
1221S;Belanger;A9;Organic;5;Rooibos tea;1;1.8907;2.2487;0.3583;1.2505
1222S;Belanger;A9;Organic;5;Rooibos tea;1;1.9112;2.2714;0.3605;1.4553
1223S;Belanger;A9;Organic;5;Rooibos tea;1;1.9052;2.2577;0.3517;
1224S;Belanger;A9;Organic;5;Rooibos tea;1;1.8867;2.2504;0.3637;1.3718
1225S;Belanger;A9;Organic;5;Rooibos tea;1;1.8935;2.2522;0.3595;
1226S;Belanger;A9;Organic;5;Rooibos tea;1;1.8866;2.2477;0.3605;1.3231
1219N;Belanger;A9;Organic;5;Cranberry litter;1;1.9112;2.2734;0.3621;
1220N;Belanger;A9;Organic;5;Cranberry litter;1;1.9014;2.2627;0.3616;1.7507
1221N;Belanger;A9;Organic;5;Cranberry litter;1;1.9065;2.2633;0.3582;
1222N;Belanger;A9;Organic;5;Cranberry litter;1;1.8944;2.2505;0.3562;1.7632
1223N;Belanger;A9;Organic;5;Cranberry litter;1;1.9;2.26;0.3597;1.7393
1224N;Belanger;A9;Organic;5;Cranberry litter;1;1.8945;2.2588;0.3634;1.7282
1225N;Belanger;A9;Organic;5;Cranberry litter;1;1.8945;2.2486;0.354;1.7448
1226N;Belanger;A9;Organic;5;Cranberry litter;1;1.894;2.2511;0.3575;
1227N;Belanger;A9;Organic;5;Cranberry litter;1;1.8951;2.2534;0.357;1.7006
1228N;Belanger;A9;Organic;5;Cranberry litter;1;1.8978;2.2573;0.3597;
1229N;Belanger;A9;Organic;5;Cranberry litter;1;1.9112;2.271;0.3592;1.7753
1230N;Belanger;A9;Organic;5;Cranberry litter;1;1.8935;2.2519;0.3586;1.7671
1231N;Belanger;A9;Organic;5;Cranberry litter;1;1.9095;2.2674;0.3582;
1232N;Belanger;A9;Organic;5;Cranberry litter;1;1.9101;2.269;0.36;
1233N;Belanger;A9;Organic;5;Cranberry litter;1;1.916;2.2757;0.3595;1.7337
1234N;Belanger;A9;Organic;5;Cranberry litter;1;1.918;2.275;0.3569;
1235N;Belanger;A9;Organic;5;Cranberry litter;1;1.9122;2.2696;0.3582;1.7627
1236N;Belanger;A9;Organic;5;Cranberry litter;1;1.9082;2.2644;0.3576;1.9093
1237N;Belanger;A9;Organic;5;Cranberry litter;1;1.913;2.2731;0.3605;1.7436
1238N;Belanger;A9;Organic;5;Cranberry litter;1;1.8999;2.2572;0.3572;1.7672
369G;Belanger;A9;Organic;5;Green tea;2;1.784;2.012;0.229;0.8086
370G;Belanger;A9;Organic;5;Green tea;2;1.763;1.989;0.227;0.8499
371G;Belanger;A9;Organic;5;Green tea;2;1.796;2.022;0.226;
372G;Belanger;A9;Organic;5;Green tea;2;1.798;2.022;0.226;0.883
373G;Belanger;A9;Organic;5;Green tea;2;1.762;1.989;0.228;0.8123
374G;Belanger;A9;Organic;5;Green tea;2;1.76;1.986;0.228;0.8546
375G;Belanger;A9;Organic;5;Green tea;2;1.764;1.994;0.231;
376G;Belanger;A9;Organic;5;Green tea;2;1.776;2.002;0.227;0.8395
377G;Belanger;A9;Organic;5;Green tea;2;1.769;1.996;0.227;0.7779
378G;Belanger;A9;Organic;5;Green tea;2;1.77;1.997;0.228;0.8361
379G;Belanger;A9;Organic;5;Green tea;2;1.775;2.003;0.228;
380G;Belanger;A9;Organic;5;Green tea;2;1.7832;2.1392;0.356;0.6764
381G;Belanger;A9;Organic;5;Green tea;2;1.77;2;0.23;0.817
382G;Belanger;A9;Organic;5;Green tea;2;1.772;2;0.228;0.835
383G;Belanger;A9;Organic;5;Green tea;2;1.769;1.998;0.229;0.8152
384G;Belanger;A9;Organic;5;Green tea;2;1.792;2.018;0.227;0.9048
385G;Belanger;A9;Organic;5;Green tea;2;1.781;2.148;0.366;0.8983
386G;Belanger;A9;Organic;5;Green tea;2;1.794;2.15;0.357;
387G;Belanger;A9;Organic;5;Green tea;2;1.765;2.136;0.373;0.7779
388G;Belanger;A9;Organic;5;Green tea;2;1.798;2.155;0.359;0.9023
1227S;Belanger;A9;Organic;5;Rooibos tea;2;1.9137;2.2723;0.3585;
1228S;Belanger;A9;Organic;5;Rooibos tea;2;1.9246;2.2896;0.3654;
1229S;Belanger;A9;Organic;5;Rooibos tea;2;1.9127;2.2726;0.3594;
1230S;Belanger;A9;Organic;5;Rooibos tea;2;1.9017;2.2575;0.3551;
1231S;Belanger;A9;Organic;5;Rooibos tea;2;1.9105;2.2596;0.349;
1232S;Belanger;A9;Organic;5;Rooibos tea;2;1.9098;2.2725;0.3628;
1233S;Belanger;A9;Organic;5;Rooibos tea;2;1.895;2.2504;0.3554;
1234S;Belanger;A9;Organic;5;Rooibos tea;2;1.8876;2.2484;0.3601;
1235S;Belanger;A9;Organic;5;Rooibos tea;2;1.8875;2.2464;0.3597;
1236S;Belanger;A9;Organic;5;Rooibos tea;2;1.9024;2.2647;0.3629;
1237S;Belanger;A9;Organic;5;Rooibos tea;2;1.906;2.2599;0.3545;
1238S;Belanger;A9;Organic;5;Rooibos tea;2;1.8978;2.264;0.3658;
1239S;Belanger;A9;Organic;5;Rooibos tea;2;1.8941;2.2536;0.3602;
1240S;Belanger;A9;Organic;5;Rooibos tea;2;1.9121;2.2709;0.3588;
1241S;Belanger;A9;Organic;5;Rooibos tea;2;1.8988;2.2588;0.3598;
1242S;Belanger;A9;Organic;5;Rooibos tea;2;1.8807;2.23;0.3504;
1243S;Belanger;A9;Organic;5;Rooibos tea;2;1.8829;2.2475;0.3634;
1244S;Belanger;A9;Organic;5;Rooibos tea;2;1.8918;2.2542;0.3616;
1245S;Belanger;A9;Organic;5;Rooibos tea;2;1.8865;2.244;0.3577;
1246S;Belanger;A9;Organic;5;Rooibos tea;2;1.9089;2.2647;0.3568;
1239N;Belanger;A9;Organic;5;Cranberry litter;2;1.9202;2.2739;0.3525;1.8117
1240N;Belanger;A9;Organic;5;Cranberry litter;2;1.8999;2.259;0.3576;1.7691
1241N;Belanger;A9;Organic;5;Cranberry litter;2;1.8842;2.246;0.3627;1.7746
1242N;Belanger;A9;Organic;5;Cranberry litter;2;1.918;2.2862;0.3621;1.82
1243N;Belanger;A9;Organic;5;Cranberry litter;2;1.9153;2.276;0.3597;
1244N;Belanger;A9;Organic;5;Cranberry litter;2;1.9089;2.2596;0.3501;
1245N;Belanger;A9;Organic;5;Cranberry litter;2;1.9087;2.2674;0.3584;1.9999
1246N;Belanger;A9;Organic;5;Cranberry litter;2;1.9236;2.2839;0.3607;
1247N;Belanger;A9;Organic;5;Cranberry litter;2;1.9181;2.2825;0.3632;1.7177
1248N;Belanger;A9;Organic;5;Cranberry litter;2;1.919;2.2817;0.3608;1.8301
1249N;Belanger;A9;Organic;5;Cranberry litter;2;1.9042;2.2655;0.3621;
1250N;Belanger;A9;Organic;5;Cranberry litter;2;1.8886;2.2413;0.3534;
1251N;Belanger;A9;Organic;5;Cranberry litter;2;1.8917;2.2521;0.3606;
1252N;Belanger;A9;Organic;5;Cranberry litter;2;1.9009;2.2646;0.3602;1.8286
1253N;Belanger;A9;Organic;5;Cranberry litter;2;1.9016;2.2581;0.3567;1.6572
1254N;Belanger;A9;Organic;5;Cranberry litter;2;1.8862;2.2507;0.3644;1.7716
1255N;Belanger;A9;Organic;5;Cranberry litter;2;1.8854;2.2492;0.363;
1256N;Belanger;A9;Organic;5;Cranberry litter;2;1.9188;2.2709;0.3522;1.8032
1257N;Belanger;A9;Organic;5;Cranberry litter;2;1.9045;2.2621;0.3575;
1258N;Belanger;A9;Organic;5;Cranberry litter;2;1.903;2.2618;0.3573;
389G;Belanger;A9;Organic;6;Green tea;1;1.774;2.138;0.362;
390G;Belanger;A9;Organic;6;Green tea;1;1.756;2.115;0.357;
391G;Belanger;A9;Organic;6;Green tea;1;1.778;2.145;0.365;
392G;Belanger;A9;Organic;6;Green tea;1;1.784;2.143;0.359;
393G;Belanger;A9;Organic;6;Green tea;1;1.79;2.161;0.369;
394G;Belanger;A9;Organic;6;Green tea;1;1.772;2.138;0.365;
395G;Belanger;A9;Organic;6;Green tea;1;1.793;2.151;0.358;
396G;Belanger;A9;Organic;6;Green tea;1;1.766;2.127;0.36;
397G;Belanger;A9;Organic;6;Green tea;1;1.76;2.119;0.357;
398G;Belanger;A9;Organic;6;Green tea;1;1.765;2.127;0.363;
399G;Belanger;A9;Organic;6;Green tea;1;1.783;2.149;0.366;
400G;Belanger;A9;Organic;6;Green tea;1;1.763;2.118;0.353;
401G;Belanger;A9;Organic;6;Green tea;1;1.799;2.162;0.364;
402G;Belanger;A9;Organic;6;Green tea;1;1.784;2.135;0.356;
403G;Belanger;A9;Organic;6;Green tea;1;1.792;2.159;0.367;
404G;Belanger;A9;Organic;6;Green tea;1;1.79;2.151;0.36;
405G;Belanger;A9;Organic;6;Green tea;1;1.766;2.127;0.361;
406G;Belanger;A9;Organic;6;Green tea;1;1.767;2.131;0.364;
407G;Belanger;A9;Organic;6;Green tea;1;1.788;2.145;0.365;
408G;Belanger;A9;Organic;6;Green tea;1;1.787;2.144;0.357;
1247S;Belanger;A9;Organic;6;Rooibos tea;1;1.89;2.2561;0.3658;
1248S;Belanger;A9;Organic;6;Rooibos tea;1;1.8908;2.2527;0.3604;
1249S;Belanger;A9;Organic;6;Rooibos tea;1;1.9162;2.274;0.3576;
1250S;Belanger;A9;Organic;6;Rooibos tea;1;1.9075;2.2631;0.3552;
1251S;Belanger;A9;Organic;6;Rooibos tea;1;1.9045;2.2594;0.3542;
1252S;Belanger;A9;Organic;6;Rooibos tea;1;1.9114;2.2784;0.3675;
1253S;Belanger;A9;Organic;6;Rooibos tea;1;1.9129;2.2754;0.362;
1254S;Belanger;A9;Organic;6;Rooibos tea;1;1.8929;2.2482;0.3552;
1255S;Belanger;A9;Organic;6;Rooibos tea;1;1.8954;2.2597;0.3641;
1256S;Belanger;A9;Organic;6;Rooibos tea;1;1.8939;2.2573;0.3625;
1257S;Belanger;A9;Organic;6;Rooibos tea;1;1.9209;2.2789;0.3578;
1258S;Belanger;A9;Organic;6;Rooibos tea;1;1.9123;2.2675;0.3553;
1259S;Belanger;A9;Organic;6;Rooibos tea;1;1.8133;2.1715;0.3577;
1260S;Belanger;A9;Organic;6;Rooibos tea;1;1.9136;2.2753;0.361;
1261S;Belanger;A9;Organic;6;Rooibos tea;1;1.9106;2.2721;0.362;
1262S;Belanger;A9;Organic;6;Rooibos tea;1;1.9122;2.2747;0.3612;
1263S;Belanger;A9;Organic;6;Rooibos tea;1;1.9256;2.288;0.3623;
1264S;Belanger;A9;Organic;6;Rooibos tea;1;1.9169;2.2705;0.3537;
1265S;Belanger;A9;Organic;6;Rooibos tea;1;1.8884;2.2492;0.3608;
1266S;Belanger;A9;Organic;6;Rooibos tea;1;1.9138;2.2762;0.3623;
1259N;Belanger;A9;Organic;6;Cranberry litter;1;1.9173;2.2793;0.362;
1260N;Belanger;A9;Organic;6;Cranberry litter;1;1.9094;2.2701;0.3607;
1261N;Belanger;A9;Organic;6;Cranberry litter;1;1.9182;2..2793;0.3601;
1262N;Belanger;A9;Organic;6;Cranberry litter;1;1.9053;2.2626;0.3578;
1263N;Belanger;A9;Organic;6;Cranberry litter;1;1.9071;2.2703;0.3623;
1264N;Belanger;A9;Organic;6;Cranberry litter;1;1.9116;2.2694;0.357;
1265N;Belanger;A9;Organic;6;Cranberry litter;1;1.921;2.279;0.358;
1266N;Belanger;A9;Organic;6;Cranberry litter;1;1.9228;2.2801;0.3576;
1267N;Belanger;A9;Organic;6;Cranberry litter;1;1.8981;2.2693;0.3612;
1268N;Belanger;A9;Organic;6;Cranberry litter;1;1.9162;2.2718;0.3537;
1269N;Belanger;A9;Organic;6;Cranberry litter;1;1.9;2.2574;0.3577;
1270N;Belanger;A9;Organic;6;Cranberry litter;1;1.9132;2.2803;0.3672;
1271N;Belanger;A9;Organic;6;Cranberry litter;1;1.9215;2.2821;0.3611;
1272N;Belanger;A9;Organic;6;Cranberry litter;1;1.8953;2.2554;0.3606;
1273N;Belanger;A9;Organic;6;Cranberry litter;1;1.9117;2.2715;0.3607;
1274N;Belanger;A9;Organic;6;Cranberry litter;1;1.8954;2.2603;0.3652;
1275N;Belanger;A9;Organic;6;Cranberry litter;1;1.9116;2.267;0.3547;
1276N;Belanger;A9;Organic;6;Cranberry litter;1;1.8937;2.2574;0.3622;
1277N;Belanger;A9;Organic;6;Cranberry litter;1;1.8927;2.2494;0.3583;
1278N;Belanger;A9;Organic;6;Cranberry litter;1;1.9194;2.2778;0.3584;
409G;Belanger;A9;Organic;6;Green tea;2;1.771;2.14;0.37;
410G;Belanger;A9;Organic;6;Green tea;2;1.798;2.159;0.361;
411G;Belanger;A9;Organic;6;Green tea;2;1.775;2.136;0.36;
412G;Belanger;A9;Organic;6;Green tea;2;1.783;2.135;0.352;
413G;Belanger;A9;Organic;6;Green tea;2;1.765;2.126;0.359;
414G;Belanger;A9;Organic;6;Green tea;2;1.77;2.131;0.362;
415G;Belanger;A9;Organic;6;Green tea;2;1.799;2.171;0.372;
416G;Belanger;A9;Organic;6;Green tea;2;1.784;2.151;0.367;
417G;Belanger;A9;Organic;6;Green tea;2;1.777;2.135;0.357;
418G;Belanger;A9;Organic;6;Green tea;2;1.784;2.145;0.362;
419G;Belanger;A9;Organic;6;Green tea;2;1.77;2.139;0.373;
420G;Belanger;A9;Organic;6;Green tea;2;1.785;2.142;0.356;
421G;Belanger;A9;Organic;6;Green tea;2;1.774;2.139;0.364;
422G;Belanger;A9;Organic;6;Green tea;2;1.777;2.139;0.362;
423G;Belanger;A9;Organic;6;Green tea;2;1.787;2.152;0.364;
424G;Belanger;A9;Organic;6;Green tea;2;1.795;2.152;0.356;
425G;Belanger;A9;Organic;6;Green tea;2;1.789;2.154;0.364;
426G;Belanger;A9;Organic;6;Green tea;2;1.789;2.148;0.36;
427G;Belanger;A9;Organic;6;Green tea;2;1.796;2.154;0.358;
428G;Belanger;A9;Organic;6;Green tea;2;1.785;2.142;0.356;
1267S;Belanger;A9;Organic;6;Rooibos tea;2;1.9114;2.2687;0.3577;
1268S;Belanger;A9;Organic;6;Rooibos tea;2;1.915;2.2666;0.3517;
1269S;Belanger;A9;Organic;6;Rooibos tea;2;1.9196;2.2813;0.3604;
1270S;Belanger;A9;Organic;6;Rooibos tea;2;1.9149;2.2732;0.3577;
1271S;Belanger;A9;Organic;6;Rooibos tea;2;1.9001;2.2579;0.3578;
1272S;Belanger;A9;Organic;6;Rooibos tea;2;1.9074;2.2707;0.3629;
1273S;Belanger;A9;Organic;6;Rooibos tea;2;1.895;2.2564;0.3623;
1274S;Belanger;A9;Organic;6;Rooibos tea;2;1.897;2.2555;0.358;
1275S;Belanger;A9;Organic;6;Rooibos tea;2;1.909;2.2677;0.358;
1276S;Belanger;A9;Organic;6;Rooibos tea;2;1.9198;2.2791;0.3592;
1277S;Belanger;A9;Organic;6;Rooibos tea;2;1.911;2.2672;0.3555;
1278S;Belanger;A9;Organic;6;Rooibos tea;2;1.8965;2.2578;0.3604;
1279S;Belanger;A9;Organic;6;Rooibos tea;2;1.8912;2.2565;0.3642;
1280S;Belanger;A9;Organic;6;Rooibos tea;2;1.9144;2.2712;0.3568;
1281S;Belanger;A9;Organic;6;Rooibos tea;2;1.9187;2.2862;0.3669;
1282S;Belanger;A9;Organic;6;Rooibos tea;2;1.8992;2.2615;0.3616;
1283S;Belanger;A9;Organic;6;Rooibos tea;2;1.9213;2.2775;0.3564;
1284S;Belanger;A9;Organic;6;Rooibos tea;2;1.9192;2.2817;0.3617;
1285S;Belanger;A9;Organic;6;Rooibos tea;2;1.9085;2.2612;0.353;
1286S;Belanger;A9;Organic;6;Rooibos tea;2;1.909;2.2698;0.3609;
1279N;Belanger;A9;Organic;6;Cranberry litter;2;1.9091;2.2653;0.3565;
1280N;Belanger;A9;Organic;6;Cranberry litter;2;1.8984;2.2609;0.3619;
1281N;Belanger;A9;Organic;6;Cranberry litter;2;1.9037;2.2701;0.3679;
1282N;Belanger;A9;Organic;6;Cranberry litter;2;1.8928;2.2554;0.3638;
1283N;Belanger;A9;Organic;6;Cranberry litter;2;1.916;2.2741;0.3585;
1284N;Belanger;A9;Organic;6;Cranberry litter;2;1.9007;2.2544;0.3545;
1285N;Belanger;A9;Organic;6;Cranberry litter;2;1.9077;2.2658;0.359;
1286N;Belanger;A9;Organic;6;Cranberry litter;2;1.8891;2.2512;0.3619;
